time;idle;emptyride;min;max;idle;emptyDrive;1_pax;2_pax;3_pax;4_pax;5_pax;6_pax;7_pax;8_pax
0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
300;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
600;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
900;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1200;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1500;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1800;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2100;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2400;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2700;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3000;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3300;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3600;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3900;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4200;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4500;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4800;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5100;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5400;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5700;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6000;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6300;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6600;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6900;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7200;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7500;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7800;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8100;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8400;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8700;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9000;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9300;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9600;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9900;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10200;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10500;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10800;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11100;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11400;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11700;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12000;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12300;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12600;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12900;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13200;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13500;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13800;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14100;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14400;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14700;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15000;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15300;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15600;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15900;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16200;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16500;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16800;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17100;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17400;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17700;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18000;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18300;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18600;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18900;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19200;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19500;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19800;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20100;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20400;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20700;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21000;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21300;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21600;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21900;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22200;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22500;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22800;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23100;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23400;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23700;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24000;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24300;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24600;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24900;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25200;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25500;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25800;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26100;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26400;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26700;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
27000;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
27300;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
